Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Community Services,Child Care - North Melbourne,Electricity,Electricity,1862.4802771156,kWh,2458.4739657926,06/07/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - South Yarra Senior Citizens,Electricity,Electricity,894.9336165131,kWh,1181.3123737973,06/13/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Hotham Hub,Electricity,Electricity,305.3113689227,kWh,403.011006978,06/12/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,8215.976845227,kWh,10845.0894356996,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,7950.9453340906,kWh,10495.2478409996,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,5239.5514466655,kWh,6916.2079095985,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,5800.9319588083,kWh,7657.2301856269,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Services,Child Care - Central Carlton,Electricity,Electricity,374.2536747618,kWh,494.0148506856,04/01/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - North Melbourne,Electricity,Electricity,676.8302525508,kWh,893.415933367,06/12/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,29863.2606187974,kWh,39419.5040168125,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,22346.4403165892,kWh,29497.3012178977,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,18527.6674287615,kWh,24456.5210059652,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Services,Community Centre - Southbank,Electricity,Electricity,16080.3974171545,kWh,21226.124590644,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Electricity,Electricity,6072.46,kWh,8019.4424875,06/30/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,3825.64,2246.82
Community Strengthening,Community Centre - Carlton Family Resource Centre,Electricity,Electricity,5900.2,kWh,7788.264,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,3575.12,2325.08
Community Strengthening,Community Centre - Carlton Family Resource Centre,Electricity,Electricity,6255.74,kWh,8257.5768,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,3483.02,2772.72
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,874.38,kWh,1154.1816,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,427.18,447.2
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,16030.95,kWh,21160.854,09/10/2013 12:00:00 AM,12/09/2013 12:00:00 AM,CoM,11501.85,4529.1
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,19671.87,kWh,26046.4400089887,06/13/2013 12:00:00 AM,09/09/2013 12:00:00 AM,CoM,13752.9,5918.97
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,10685.88,kWh,14152.0355586206,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,10685.88,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,8521.25,kWh,11248.05,09/07/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,8521.25,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,6367.4,kWh,8404.968,09/07/2013 12:00:00 AM,12/06/2013 12:00:00 AM,CoM,3583.74,2783.66
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,6990,kWh,9257.3310344828,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,4231,2759
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,6100,kWh,8052,09/14/2013 12:00:00 AM,12/13/2013 12:00:00 AM,CoM,6100,0
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,6300,kWh,8334.6136363636,06/18/2013 12:00:00 AM,09/13/2013 12:00:00 AM,CoM,6300,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,3480,kWh,4593.6,09/07/2013 12:00:00 AM,12/05/2013 12:00:00 AM,CoM,3480,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,4910,kWh,6502.6459770115,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,4910,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,17860,kWh,23575.1999999999,09/07/2013 12:00:00 AM,12/05/2013 12:00:00 AM,CoM,17860,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,21210,kWh,28089.8413793103,06/12/2013 12:00:00 AM,09/06/2013 12:00:00 AM,CoM,21210,0
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Electricity,Electricity,1946.93,kWh,2571.2601370786,06/28/2013 12:00:00 AM,09/24/2013 12:00:00 AM,CoM,1946.93,0
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Electricity,Electricity,2236.5,kWh,2952.18,09/25/2013 12:00:00 AM,12/23/2013 12:00:00 AM,CoM,2236.5,0
Community Strengthening,Library - East Melbourne,Electricity,Electricity,8591.74,kWh,11341.0968,07/26/2013 12:00:00 AM,08/27/2013 12:00:00 AM,CoM,6167.36,2424.38
Community Strengthening,Library - East Melbourne,Electricity,Electricity,9259.15,kWh,12252.9418333333,06/26/2013 12:00:00 AM,07/25/2013 12:00:00 AM,CoM,6979.13,2280.02
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6028.36,kWh,7957.4352,09/26/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,4499.64,1528.72
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6948.08,kWh,9171.4656,08/28/2013 12:00:00 AM,09/25/2013 12:00:00 AM,CoM,5174.2,1773.88
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6715.12,kWh,8863.9584,11/26/2013 12:00:00 AM,12/25/2013 12:00:00 AM,CoM,4990.64,1724.48
Community Strengthening,Library - East Melbourne,Electricity,Electricity,7723.28,kWh,10194.7296,10/25/2013 12:00:00 AM,11/25/2013 12:00:00 AM,CoM,5479.92,2243.36
Community Strengthening,Library - North Melbourne,Electricity,Electricity,7611.56,kWh,10047.2592,07/24/2013 12:00:00 AM,08/22/2013 12:00:00 AM,CoM,4594.85,3016.71
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2442.39,kWh,3223.9548,10/25/2013 12:00:00 AM,11/24/2013 12:00:00 AM,CoM,1286.99,1155.4
Community Strengthening,Library - North Melbourne,Electricity,Electricity,10535.83,kWh,13950.892137931,06/25/2013 12:00:00 AM,07/23/2013 12:00:00 AM,CoM,6547.88,3987.95
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2034.58,kWh,2685.6456,11/25/2013 12:00:00 AM,12/22/2013 12:00:00 AM,CoM,1121.86,912.72
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2463.95,kWh,3252.414,08/23/2013 12:00:00 AM,09/23/2013 12:00:00 AM,CoM,1357.41,1106.54
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2751.07,kWh,3631.4124,09/24/2013 12:00:00 AM,10/24/2013 12:00:00 AM,CoM,1658.39,1092.68
Community Strengthening,Library - North Melbourne,Electricity,Electricity,338.88,kWh,447.3216,08/27/2013 12:00:00 AM,09/25/2013 12:00:00 AM,CoM,117.3,221.58
Community Strengthening,Library - North Melbourne,Electricity,Electricity,319.02,kWh,421.1064,11/27/2013 12:00:00 AM,12/24/2013 12:00:00 AM,CoM,107.64,211.38
Community Strengthening,Library - North Melbourne,Electricity,Electricity,339.53,kWh,448.1796,09/26/2013 12:00:00 AM,10/25/2013 12:00:00 AM,CoM,117.77,221.76
Community Strengthening,Library - North Melbourne,Electricity,Electricity,373.34,kWh,492.8088,10/26/2013 12:00:00 AM,11/26/2013 12:00:00 AM,CoM,124.1,249.24
Community Strengthening,Library - North Melbourne,Electricity,Electricity,369.25,kWh,488.6408333333,06/26/2013 12:00:00 AM,07/25/2013 12:00:00 AM,CoM,135.41,233.84
Community Strengthening,Library - North Melbourne,Electricity,Electricity,364.17,kWh,480.7044,07/26/2013 12:00:00 AM,08/26/2013 12:00:00 AM,CoM,117.92,246.25
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,18272.32,kWh,24119.4624,12/10/2013 12:00:00 AM,03/12/2014 12:00:00 AM,CoM,13116.89,5155.43
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,15177.91,kWh,20034.8412,03/13/2014 12:00:00 AM,06/12/2014 12:00:00 AM,CoM,10310.38,4867.53
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,7836.15,kWh,10343.718,12/07/2013 12:00:00 AM,03/11/2014 12:00:00 AM,CoM,7836.15,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,8356.71,kWh,11030.8572,03/12/2014 12:00:00 AM,06/11/2014 12:00:00 AM,CoM,8356.71,0
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,7973.61,kWh,10525.1652,12/07/2013 12:00:00 AM,03/11/2014 12:00:00 AM,CoM,4244.82,3728.79
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,6926.85,kWh,9143.442,03/12/2014 12:00:00 AM,06/11/2014 12:00:00 AM,CoM,3950.79,2976.06
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,6820,kWh,9002.4,12/14/2013 12:00:00 AM,03/18/2014 12:00:00 AM,CoM,6820,0
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,6120,kWh,8078.4,03/19/2014 12:00:00 AM,06/18/2014 12:00:00 AM,CoM,6120,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,1976,kWh,2608.32,12/06/2013 12:00:00 AM,03/07/2014 12:00:00 AM,CoM,1976,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,4654,kWh,6143.28,03/08/2014 12:00:00 AM,06/06/2014 12:00:00 AM,CoM,4654,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,13880,kWh,18321.6,12/06/2013 12:00:00 AM,03/07/2014 12:00:00 AM,CoM,13880,0
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,17750,kWh,23429.9999999999,03/08/2014 12:00:00 AM,06/06/2014 12:00:00 AM,CoM,17750,0
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Electricity,Electricity,1335.49,kWh,1762.8468,12/24/2013 12:00:00 AM,03/27/2014 12:00:00 AM,CoM,1335.49,0
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6043.12,kWh,7976.9184,12/26/2013 12:00:00 AM,01/24/2014 12:00:00 AM,CoM,4347.76,1695.36
Community Strengthening,Library - East Melbourne,Electricity,Electricity,5029.12,kWh,6638.4384,01/25/2014 12:00:00 AM,02/22/2014 12:00:00 AM,CoM,3266.2,1762.92
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6112.08,kWh,8067.9456,02/23/2014 12:00:00 AM,03/23/2014 12:00:00 AM,CoM,4313.52,1798.56
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6534.64,kWh,8625.7248,03/24/2014 12:00:00 AM,04/24/2014 12:00:00 AM,CoM,4940.48,1594.16
Community Strengthening,Library - East Melbourne,Electricity,Electricity,6823.44,kWh,9006.9408,04/25/2014 12:00:00 AM,05/24/2014 12:00:00 AM,CoM,4840.92,1982.52
Community Strengthening,Library - East Melbourne,Electricity,Electricity,7575.56,kWh,9999.7392,05/25/2014 12:00:00 AM,06/22/2014 12:00:00 AM,CoM,5483.88,2091.68
Community Strengthening,Library - North Melbourne,Electricity,Electricity,5320.66,kWh,7023.2712,12/23/2013 12:00:00 AM,01/23/2014 12:00:00 AM,CoM,3223.38,2097.28
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6181.15,kWh,8159.118,01/24/2014 12:00:00 AM,02/23/2014 12:00:00 AM,CoM,3658.96,2522.19
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6229.07,kWh,8222.3724,02/24/2014 12:00:00 AM,03/23/2014 12:00:00 AM,CoM,3768.18,2460.89
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6778.1,kWh,8947.092,03/24/2014 12:00:00 AM,04/22/2014 12:00:00 AM,CoM,4085.86,2692.24
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6396.48,kWh,8443.3536,04/23/2014 12:00:00 AM,05/21/2014 12:00:00 AM,CoM,3819.16,2577.32
Community Strengthening,Library - North Melbourne,Electricity,Electricity,351.13,kWh,463.4916,12/25/2013 12:00:00 AM,01/24/2014 12:00:00 AM,CoM,123.43,227.7
Community Strengthening,Library - North Melbourne,Electricity,Electricity,360.97,kWh,476.4804,01/25/2014 12:00:00 AM,02/25/2014 12:00:00 AM,CoM,117.13,243.84
Community Strengthening,Library - North Melbourne,Electricity,Electricity,329.04,kWh,434.3328,02/26/2014 12:00:00 AM,03/26/2014 12:00:00 AM,CoM,112.74,216.3
Community Strengthening,Library - North Melbourne,Electricity,Electricity,381.76,kWh,503.9232,03/27/2014 12:00:00 AM,04/28/2014 12:00:00 AM,CoM,129.75,252.01
Community Strengthening,Library - North Melbourne,Electricity,Electricity,331.13,kWh,437.0916,04/29/2014 12:00:00 AM,05/27/2014 12:00:00 AM,CoM,112.87,218.26
Community Strengthening,Library - North Melbourne,Electricity,Electricity,326.24,kWh,430.6368,05/28/2014 12:00:00 AM,06/25/2014 12:00:00 AM,CoM,111.38,214.86
Community Strengthening,Library - City,Electricity,Electricity,15493.5977777777,kWh,20451.5490666666,01/10/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,21251.2367931526,kWh,28051.6325669614,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,18659.3973917598,kWh,24630.4045571229,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,18245.2487930712,kWh,24083.728406854,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,18813.3128684031,kWh,24833.5729862921,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,17482.2513026189,kWh,23076.571719457,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Electricity,Electricity,6338.29,kWh,8366.5428,01/01/2014 12:00:00 AM,01/09/2014 12:00:00 AM,CoM,4403.68,1934.61
Community Strengthening,Library - City,Electricity,Electricity,21757.5,kWh,28719.9,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,14131.21,7626.29
Community Strengthening,Library - City,Electricity,Electricity,22015.23,kWh,29060.1036,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,14409.19,7606.04
Community Strengthening,Library - City,Electricity,Electricity,22964.13,kWh,30312.6516,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,15879.94,7084.19
Community Strengthening,Library - City,Electricity,Electricity,21925.72,kWh,28941.9504,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,15059.91,6865.81
Community Strengthening,Library - City,Electricity,Electricity,22743.61,kWh,30021.5652,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,15559.46,7184.15
Community Strengthening,Library - City,Electricity,Electricity,23712.73,kWh,31300.8036,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,16683.31,7029.42
Community Strengthening,Community Centre - Kensington,Electricity,Electricity,877.766798419,kWh,1158.652173913,06/19/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Electricity,Electricity,3519.2196307453,kWh,4645.3699125838,06/13/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Electricity,Electricity,2132.471794927,kWh,2814.8627693037,06/23/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,1725.8422826087,kWh,2278.1118130435,06/12/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Electricity,Electricity,2039.6828714918,kWh,2692.3813903692,05/22/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Electricity,Electricity,6705.6819543675,kWh,8851.5001797651,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,1989.3793950951,kWh,2625.9808015255,06/07/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Electricity,Electricity,1482.0810803973,kWh,1956.3470261244,06/12/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Electricity,Electricity,56.0221045704,kWh,73.9491780329,06/26/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - North Melbourne,Electricity,Electricity,5603.8047744566,kWh,7397.0223022827,06/07/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,826.4460279142,kWh,1090.9087568467,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,519.5169556912,kWh,685.7623815124,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,565.8524455955,kWh,746.925228186,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,453.0672316689,kWh,598.0487458029,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,378.8249070114,kWh,500.048877255,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,426.8254825214,kWh,563.4096369283,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,189.2397969367,kWh,249.7965319565,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,114.2207738858,kWh,150.7714215293,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,92.127905734,kWh,121.6088355689,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,96.1958379525,kWh,126.9785060973,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Electricity,Electricity,87.9687780577,kWh,116.1187870362,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,223.1,kWh,294.492,07/30/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,132.26,90.84
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,2295.16,kWh,3029.6112,08/14/2013 12:00:00 AM,11/11/2013 12:00:00 AM,CoM,1458.78,836.38
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,4735.48,kWh,6250.8336,11/12/2013 12:00:00 AM,02/12/2014 12:00:00 AM,CoM,2955.93,1779.55
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,3286.84,kWh,4338.6288,02/13/2014 12:00:00 AM,05/15/2014 12:00:00 AM,CoM,1908.87,1377.97
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,474.88,kWh,632.3402105263,05/07/2013 12:00:00 AM,08/09/2013 12:00:00 AM,CoM,196.905,277.975
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,439.109,kWh,579.62388,08/10/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,172.256,266.853
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,460.296,kWh,607.59072,11/05/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,181.429,278.867
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,520.487,kWh,687.04284,02/07/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,200.612,319.875
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,125.3361157096,kWh,165.4436727366,05/09/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Customer Relations,Information - Collins Street Pillar,Electricity,Electricity,163.4818900559,kWh,215.7960948738,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Customer Relations,Information - Flinders Street Pillar,Electricity,Electricity,342.1391042584,kWh,451.6236176211,07/01/2013 12:00:00 AM,07/29/2013 12:00:00 AM,CoM,,
